rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager,scenario,MLOn
407456,1,1,1,2,71.3242,0.000547144,2.13666,30.6917,482601992,1682959064,315839,1101413,1.03377,1.03377,121,121,172.809,674841,ns3::ThompsonSamplingWifiManager,B,0
407456,2,1,1,2,71.3454,0.000546704,2.13914,30.6654,482244440,1682959064,315605,1101413,1.01367,1.01367,120.994,120.994,172.542,675122,ns3::ThompsonSamplingWifiManager,B,0
407456,3,1,1,2,71.2597,0.00054412,2.13545,30.7564,483686872,1682959064,316549,1101413,1.01721,1.01721,121,121,172.24,675973,ns3::ThompsonSamplingWifiManager,B,0
407456,4,1,1,2,71.0656,0.000539704,2.12394,30.9651,486953736,1682959064,318687,1101413,1.01905,1.01905,120.998,120.998,171.996,676873,ns3::ThompsonSamplingWifiManager,B,0
407456,1,1,1,2,71.3219,0.000546309,2.13618,30.6965,482640192,1682959064,315864,1101413,1.02326,1.02326,120.98,120.98,172.559,674742,ns3::ThompsonSamplingWifiManager,C,0
407456,2,1,1,2,71.3299,0.00054623,2.13886,30.6835,482505728,1682959064,315776,1101413,1.01441,1.01441,120.989,120.989,172.486,675401,ns3::ThompsonSamplingWifiManager,C,0
407456,3,1,1,2,71.7293,0.000556845,2.15586,30.2579,475784056,1682959064,311377,1101413,1.03329,1.03329,121,121,173.388,671286,ns3::ThompsonSamplingWifiManager,C,0
407456,4,1,1,2,70.8985,0.000535611,2.11526,31.144,489766784,1682959064,320528,1101413,1.01867,1.01867,120.997,120.997,171.678,677999,ns3::ThompsonSamplingWifiManager,C,0
407456,1,1,1,3,71.47,0.00055015,2.13838,30.5433,480148024,1682959064,314233,1101413,1.064,1.064,121,121,172.875,671949,ns3::ThompsonSamplingWifiManager,D,0
407456,2,1,1,3,71.2929,0.000544924,2.1327,30.721,483129152,1682959064,316184,1101413,1.01624,1.01624,120.999,120.999,172.296,674326,ns3::ThompsonSamplingWifiManager,D,0
407456,3,1,1,3,71.3778,0.00054816,2.14036,30.6326,481700472,1682959064,315249,1101413,1.00834,1.00834,120.981,120.981,172.806,674748,ns3::ThompsonSamplingWifiManager,D,0
407456,4,1,1,3,71.6086,0.000553547,2.15434,30.3891,477816296,1682959064,312707,1101413,1.03546,1.03546,120.994,120.994,173.098,673676,ns3::ThompsonSamplingWifiManager,D,0
407456,1,1,1,2,4.35468,2.07581e-05,0.133906,102.346,1609671600,1682959064,1053450,1101413,1.00743,1.00743,121,121,21.8676,141063,ns3::ThompsonSamplingWifiManager,B,1
407456,2,1,1,2,64.8162,0.000407423,1.88274,37.6523,592129032,1682959064,387519,1101413,1.0141,1.0141,120.996,120.996,157.884,729596,ns3::ThompsonSamplingWifiManager,B,1
407456,3,1,1,2,62.7005,0.000373019,1.81009,39.9163,627736016,1682959064,410822,1101413,1.01783,1.01783,121,121,153.244,743623,ns3::ThompsonSamplingWifiManager,B,1
407456,4,1,1,2,64.6998,0.000405326,1.87624,37.7785,594087928,1682959064,388801,1101413,1.02337,1.02337,121,121,157.591,729482,ns3::ThompsonSamplingWifiManager,B,1
407456,1,1,1,2,0.360809,1.16888e-05,0.0572081,106.62,1676886792,1682959064,1097439,1101413,1.00668,1.00668,121,121,12.8277,62782.4,ns3::ThompsonSamplingWifiManager,C,1
407456,2,1,1,2,64.5946,0.000403854,1.87555,37.8895,595858880,1682959064,389960,1101413,1.01204,1.01204,120.994,120.994,157.487,731390,ns3::ThompsonSamplingWifiManager,C,1
407456,3,1,1,2,62.6428,0.00037189,1.80802,39.982,628706296,1682959064,411457,1101413,1.02981,1.02981,121,121,153.016,743921,ns3::ThompsonSamplingWifiManager,C,1
407456,4,1,1,2,64.4139,0.000400488,1.86647,38.0872,598899600,1682959064,391950,1101413,1.02117,1.02117,120.989,120.989,156.971,731562,ns3::ThompsonSamplingWifiManager,C,1
407456,1,1,1,3,3.88819,1.96364e-05,0.115489,102.849,1617522464,1682959064,1058588,1101413,1.01185,1.01185,121,121,20.7868,122256,ns3::ThompsonSamplingWifiManager,D,1
407456,2,1,1,3,65.0186,0.000411043,1.88585,37.4358,588723120,1682959064,385290,1101413,1.01407,1.01407,120.996,120.996,158.37,726600,ns3::ThompsonSamplingWifiManager,D,1
407456,3,1,1,3,62.3256,0.000367617,1.79673,40.3143,634045128,1682959064,414951,1101413,1.00834,1.00834,121,121,152.543,745553,ns3::ThompsonSamplingWifiManager,D,1
407456,4,1,1,3,64.8373,0.000408318,1.88425,37.6434,591773008,1682959064,387286,1101413,1.05319,1.05319,120.991,120.991,158.136,729744,ns3::ThompsonSamplingWifiManager,D,1
407456,1,1,1,2,41.223,0.000160551,1.36762,62.8983,989192056,1682959064,647377,1101413,1.01061,1.01061,120.997,120.997,103.937,885367,ns3::ThompsonSamplingWifiManager,B,2
407456,2,1,1,2,41.0674,0.000159866,1.37284,63.0615,991811048,1682959064,649091,1101413,1.0073,1.0073,121,121,103.767,891097,ns3::ThompsonSamplingWifiManager,B,2
407456,3,1,1,2,55.9555,0.000286021,1.58255,47.1392,741251136,1682959064,485112,1101413,1.02839,1.02839,120.998,120.998,138.752,767714,ns3::ThompsonSamplingWifiManager,B,2
407456,4,1,1,2,56.3783,0.000290706,1.59928,46.6861,734135240,1682959064,480455,1101413,1.02841,1.02841,121,121,139.671,768384,ns3::ThompsonSamplingWifiManager,B,2
407456,1,1,1,2,34.4428,0.000123386,1.27843,70.1555,1103301568,1682959064,722056,1101413,1.01617,1.01617,121,121,89.0911,923100,ns3::ThompsonSamplingWifiManager,C,2
407456,2,1,1,2,34.8256,0.000125348,1.23954,69.7454,1096857992,1682959064,717839,1101413,1.01046,1.01046,120.995,120.995,89.9792,889788,ns3::ThompsonSamplingWifiManager,C,2
407456,3,1,1,2,61.2928,0.00034915,1.76017,41.8435,651426128,1682959064,426326,1101413,2.22429,2.22429,121,121,148.851,750408,ns3::ThompsonSamplingWifiManager,C,2
